Subject,Course Number,Name,Credits
PSY,1010,General Psychology (can be used to fulfill General Education Social and Behavioral Sciences Breadth Area),3
PSY,2010,Psychology as a Science and Profession,3
PSY,3010,Statistics in Psychology,3
PSY,3015,Statistics in Psychology Lab,1
