Subject,Course Number,Name,Credits
INDS,2000,Introduction to Interdisciplinary Studies,3
INDS,3000,Interdisciplinary Studies Research Methods,3
INDS,4000,Interdisciplinary Studies Capstone,3
INDS,4900,Special Topics 1-6 Credit(s) (must complete 3 credits),6
