Subject,Course Number,Name,Credits
ANTH,1010,Cultural Anthropology,3
ANTH,1020,Biological Anthropology,3
ANTH,2030,Introduction to Archaeology,3
ANTH,3070,Medical Anthropology,3
ANTH,3990,Anthropological Theory and Methods,3
ANTH,4999,Senior Capstone,3
