Subject,Course Number,Name,Credits
ART,1090,Creative Foundations,1
ART,1110,Drawing I,3
ART,1120,2-D Design,3
ART,1130,3-D Design,3
ART,1800,Photography Principles: Black and White / Darkroom,3
ART,2110,Drawing II,3
ART,2210,Digital Tools,3
ARTH,2710,Art History Survey I,3
ARTH,2720,Art History Survey II,3
ARTH,3750,History of Non-Western Art,3
ARTH,3760,Contemporary Art,3
ARTH,4750,20th-Century Art,3
