Subject,Course Number,Name,Credits
PSY,4891,Psychology Internship Capstone 3-12 Credit(s),3
PSY,4910,Senior Project: Literature Review,3
PSY,4940,Senior Project: Independent Research II,3
PSY,4950,History and Systems,3
