Subject,Course Number,Name,Credits
HIST,3000,American Indian History,3
HIST,3620,African American History to 1877,3
HIST,3630,African American History Since 1877,3
HIST,3700,Latin American Civilization,3
HIST,3880,History of the American Southwest,3
HIST,4600,"Women in Ancient, Medieval, and Early Modern Europe",3
HIST,4760,The History of Gender in Early America to 1865,3
HIST,4780,The History of Gender in America Since 1865,3
