Subject,Course Number,Name,Credits
BIOL,1610,General Biology I,3
BIOL,1615,General Biology Lab I,1
BIOL,2320,Human Anatomy,3
BIOL,2325,Human Anatomy Lab,1
BIOL,2323,Human Anatomy Lab (Online),1
BIOL,2420,Human Physiology,3
BIOL,2425,Human Physiology Lab,1
BIOL,2423,Human Physiology Lab (Online),1
