Subject,Course Number,Name,Credits
HIST,1500,World History to 1500 C.E.,3
HIST,1510,World History 1500 C.E. to Present,3
HIST,2700,United States 1607-1876,3
HIST,2710,United States 1877-Present,3
HIST,3100,The Historian’s Craft,3
HIST,3870,History of Utah,3
HIST,4990,Seminar in Historical Research,3
SOSC,4900,Teaching Social Science Subjects,3
SOSC,4980,Student Teaching,3
